,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20
18061,1203.0,1009.0,788.0,-0.12298275,2572.0,2610.0,2342.0,-0.054119546,3602.0,3610.0,2892.0,-0.11042756,3930.0,3884.0,3176.0,-0.10028329,4596.0,4752.0,3916.0,-0.0964467
18062,1224.0,1003.0,796.0,-0.11506393,2572.0,2610.0,2342.0,-0.054119546,3602.0,3610.0,2892.0,-0.11042756,3930.0,3884.0,3176.0,-0.10028329,4596.0,4752.0,3916.0,-0.0964467
18063,1230.0,998.0,773.0,-0.12704687,2572.0,2610.0,2334.0,-0.05582524,3648.0,3622.0,2958.0,-0.100911856,3884.0,3872.0,3154.0,-0.10219186,4596.0,4752.0,3916.0,-0.0964467
18064,1207.0,991.0,725.0,-0.15501165,2572.0,2610.0,2334.0,-0.05582524,3648.0,3622.0,2958.0,-0.100911856,3884.0,3872.0,3154.0,-0.10219186,4344.0,4440.0,3728.0,-0.08716944
18065,1246.0,980.0,681.0,-0.18001205,2572.0,2610.0,2334.0,-0.05582524,3648.0,3622.0,2958.0,-0.100911856,3884.0,3872.0,3154.0,-0.10219186,4344.0,4440.0,3728.0,-0.08716944
18066,1238.0,991.0,688.0,-0.18046457,2584.0,2598.0,2340.0,-0.052247874,3636.0,3658.0,2946.0,-0.10781345,3874.0,3846.0,3160.0,-0.097916074,4344.0,4440.0,3728.0,-0.08716944
18067,1200.0,1018.0,763.0,-0.14317799,2584.0,2598.0,2340.0,-0.052247874,3636.0,3658.0,2946.0,-0.10781345,3874.0,3846.0,3160.0,-0.097916074,4280.0,4400.0,3632.0,-0.09561753
18068,1215.0,1021.0,774.0,-0.13760446,2584.0,2598.0,2340.0,-0.052247874,3636.0,3658.0,2946.0,-0.10781345,3874.0,3846.0,3160.0,-0.097916074,4280.0,4400.0,3632.0,-0.09561753
21936,1193.0,993.0,828.0,-0.09060956,2594.0,2604.0,2344.0,-0.052546483,3612.0,3612.0,2936.0,-0.10323763,3850.0,3878.0,3128.0,-0.1070511,4480.0,4708.0,3866.0,-0.098203875
21937,1203.0,979.0,803.0,-0.09876543,2594.0,2604.0,2344.0,-0.052546483,3612.0,3612.0,2936.0,-0.10323763,3850.0,3878.0,3128.0,-0.1070511,4648.0,4836.0,4040.0,-0.08968004
21938,1207.0,989.0,774.0,-0.12195122,2594.0,2604.0,2344.0,-0.052546483,3612.0,3612.0,2936.0,-0.10323763,3850.0,3878.0,3128.0,-0.1070511,4648.0,4836.0,4040.0,-0.08968004
21939,1223.0,986.0,784.0,-0.11412429,2594.0,2604.0,2344.0,-0.052546483,3612.0,3612.0,2936.0,-0.10323763,3850.0,3878.0,3128.0,-0.1070511,4648.0,4836.0,4040.0,-0.08968004
21940,1235.0,970.0,800.0,-0.096045196,2620.0,2596.0,2338.0,-0.05229023,3658.0,3620.0,2936.0,-0.10433191,3874.0,3856.0,3134.0,-0.10329042,4648.0,4836.0,4040.0,-0.08968004
21941,1211.0,977.0,796.0,-0.10208686,2620.0,2596.0,2338.0,-0.05229023,3658.0,3620.0,2936.0,-0.10433191,3874.0,3856.0,3134.0,-0.10329042,4804.0,4972.0,4140.0,-0.09130816
21942,1211.0,1005.0,797.0,-0.1154273,2620.0,2596.0,2338.0,-0.05229023,3658.0,3620.0,2936.0,-0.10433191,3874.0,3856.0,3134.0,-0.10329042,4804.0,4972.0,4140.0,-0.09130816
21943,1216.0,1020.0,807.0,-0.11658456,2608.0,2596.0,2346.0,-0.05058681,3578.0,3610.0,2914.0,-0.106683016,3920.0,3866.0,3166.0,-0.099544935,4804.0,4972.0,4140.0,-0.09130816
21944,1223.0,1023.0,807.0,-0.11803278,2608.0,2596.0,2346.0,-0.05058681,3578.0,3610.0,2914.0,-0.106683016,3920.0,3866.0,3166.0,-0.099544935,4768.0,4960.0,4090.0,-0.0961326
21945,1218.0,1012.0,773.0,-0.13389356,2608.0,2596.0,2346.0,-0.05058681,3578.0,3610.0,2914.0,-0.106683016,3920.0,3866.0,3166.0,-0.099544935,4768.0,4960.0,4090.0,-0.0961326
21946,1229.0,1001.0,761.0,-0.13620885,2586.0,2608.0,2342.0,-0.053737372,3602.0,3610.0,2892.0,-0.11042756,3928.0,3856.0,3148.0,-0.1010851,4768.0,4960.0,4090.0,-0.0961326
21947,1224.0,998.0,761.0,-0.13473564,2586.0,2608.0,2342.0,-0.053737372,3602.0,3610.0,2892.0,-0.11042756,3928.0,3856.0,3148.0,-0.1010851,4596.0,4752.0,3916.0,-0.0964467
21948,1187.0,1033.0,758.0,-0.1535455,2586.0,2608.0,2342.0,-0.053737372,3602.0,3610.0,2892.0,-0.11042756,3928.0,3856.0,3148.0,-0.1010851,4596.0,4752.0,3916.0,-0.0964467
21949,1208.0,1026.0,775.0,-0.13936701,2586.0,2608.0,2342.0,-0.053737372,3602.0,3610.0,2892.0,-0.11042756,3928.0,3856.0,3148.0,-0.1010851,4596.0,4752.0,3916.0,-0.0964467
21950,1232.0,1001.0,749.0,-0.144,2590.0,2606.0,2330.0,-0.05591572,3648.0,3622.0,2958.0,-0.100911856,3906.0,3872.0,3148.0,-0.1031339,4596.0,4752.0,3916.0,-0.0964467
21951,1238.0,984.0,715.0,-0.15832843,2590.0,2606.0,2330.0,-0.05591572,3648.0,3622.0,2958.0,-0.100911856,3906.0,3872.0,3148.0,-0.1031339,4344.0,4440.0,3728.0,-0.08716944
21952,1255.0,995.0,716.0,-0.16306254,2590.0,2606.0,2330.0,-0.05591572,3648.0,3622.0,2958.0,-0.100911856,3906.0,3872.0,3148.0,-0.1031339,4344.0,4440.0,3728.0,-0.08716944
21953,1239.0,1004.0,734.0,-0.15535098,2590.0,2600.0,2342.0,-0.052205585,3636.0,3658.0,2946.0,-0.10781345,3874.0,3878.0,3144.0,-0.10452862,4344.0,4440.0,3728.0,-0.08716944
21954,1204.0,1020.0,766.0,-0.14221725,2590.0,2600.0,2342.0,-0.052205585,3636.0,3658.0,2946.0,-0.10781345,3874.0,3878.0,3144.0,-0.10452862,4280.0,4400.0,3632.0,-0.09561753
21955,1185.0,1027.0,782.0,-0.13543394,2590.0,2600.0,2342.0,-0.052205585,3636.0,3658.0,2946.0,-0.10781345,3874.0,3878.0,3144.0,-0.10452862,4280.0,4400.0,3632.0,-0.09561753
25819,1190.0,984.0,863.0,-0.065511644,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4584.0,4848.0,4022.0,-0.093122885
25820,1203.0,998.0,772.0,-0.12768361,2624.0,2622.0,2378.0,-0.0488,3642.0,3662.0,2944.0,-0.10868907,3818.0,3806.0,3124.0,-0.0984127,4584.0,4848.0,4022.0,-0.093122885
25821,1208.0,1004.0,651.0,-0.21329305,2624.0,2622.0,2378.0,-0.0488,3642.0,3662.0,2944.0,-0.10868907,3818.0,3806.0,3124.0,-0.0984127,4516.0,4736.0,3946.0,-0.09099286
25822,1215.0,999.0,779.0,-0.123734534,2624.0,2622.0,2378.0,-0.0488,3642.0,3662.0,2944.0,-0.10868907,3818.0,3806.0,3124.0,-0.0984127,4516.0,4736.0,3946.0,-0.09099286
25823,1221.0,1015.0,809.0,-0.1129386,2594.0,2604.0,2344.0,-0.052546483,3632.0,3656.0,2930.0,-0.11023383,3850.0,3878.0,3128.0,-0.1070511,4516.0,4736.0,3946.0,-0.09099286
