 B1, B2, B3, B4, B5, B6, B7, B8, B9, B10, B11, B12, B13, B14, B15, B16, B17, B18, B19, B20
1428,1548,2267,0.188467,1410,1474,2787,0.308144,924,777,2143,0.467808,712,559,3510,0.72524,741,503,2978,0.711003
1407,1523,2325,0.20842,1410,1474,2787,0.308144,916,783,2200,0.475025,713,557,3344,0.714432,743,513,2869,0.696629
1387,1488,2389,0.232396,1236,1212,3152,0.444546,907,777,2254,0.487298,712,560,3267,0.707343,743,520,2832,0.689737
1364,1514,2183,0.180958,1104,1114,1822,0.241144,850,716,1984,0.46963,693,523,3538,0.742428,692,459,2917,0.728081
1396,1552,2163,0.164468,1290,1406,1784,0.118495,840,728,1961,0.458535,684,544,3616,0.738462,689,466,2933,0.725802
1412,1562,2159,0.160441,1290,1406,1784,0.118495,830,739,1937,0.447683,682,557,3626,0.733684,686,472,2950,0.724138
1428,1573,2155,0.156116,1290,1406,1784,0.118495,819,751,1914,0.436398,685,563,3608,0.730041,684,478,2966,0.722416
1437,1580,2161,0.155306,1582,1700,2298,0.149575,830,759,1927,0.434847,687,559,3578,0.729756,691,480,2998,0.723979
1431,1578,2185,0.161307,1582,1700,2298,0.149575,850,765,1959,0.438326,701,540,3592,0.738625,704,479,3039,0.727686
1425,1576,2210,0.167459,1582,1700,2298,0.149575,871,771,1990,0.441507,698,542,3586,0.737403,716,478,3079,0.731234
1419,1574,2235,0.173536,1582,1700,2298,0.149575,887,770,2035,0.45098,698,546,3623,0.738067,726,478,3117,0.734075
1405,1544,2289,0.194365,1632,1688,2636,0.219241,895,758,2107,0.470855,699,534,3678,0.746439,731,481,3149,0.734986
1391,1514,2343,0.214934,1632,1688,2636,0.219241,902,745,2179,0.490424,704,520,3710,0.754137,735,483,3182,0.736426
1377,1484,2397,0.235249,1632,1688,2636,0.219241,910,733,2251,0.508713,710,524,3717,0.752888,740,486,3215,0.737368
1354,1442,2469,0.262593,1410,1474,2787,0.308144,900,734,2327,0.520418,713,547,3670,0.740574,743,495,3100,0.724618
1380,1537,2165,0.169638,1104,1114,1822,0.241144,842,707,2009,0.479381,693,515,3523,0.744923,710,462,2969,0.730691
1412,1571,2149,0.155376,1290,1406,1784,0.118495,836,719,1985,0.468195,692,536,3639,0.743234,704,468,2984,0.728853
1424,1566,2154,0.158065,1290,1406,1784,0.118495,830,732,1962,0.45657,693,547,3644,0.738964,699,474,2999,0.727037
1436,1561,2159,0.160753,1290,1406,1784,0.118495,824,744,1938,0.44519,696,557,3624,0.733557,693,481,3015,0.724828
1438,1549,2183,0.169882,1582,1700,2298,0.149575,832,750,1967,0.447921,700,555,3610,0.733493,698,482,3039,0.726214
1419,1527,2247,0.190779,1582,1700,2298,0.149575,846,754,2022,0.456772,719,531,3617,0.743973,709,482,3067,0.728374
1400,1504,2310,0.211327,1582,1700,2298,0.149575,859,757,2077,0.465773,707,545,3564,0.734729,719,481,3096,0.73106
1381,1482,2374,0.231328,1582,1700,2298,0.149575,870,754,2150,0.480716,703,558,3577,0.730109,728,482,3125,0.732742
1352,1444,2459,0.260056,1632,1688,2636,0.219241,873,736,2258,0.50835,704,551,3635,0.736742,732,486,3155,0.73304
1429,1591,2135,0.146001,1150,1140,2382,0.352641,832,711,2010,0.477398,702,537,3541,0.736636,718,486,2999,0.72109
1437,1570,2149,0.155687,1150,1140,2382,0.352641,831,724,1986,0.465683,705,554,3512,0.727496,710,489,3021,0.721368
1444,1548,2162,0.165499,1150,1140,2382,0.352641,830,737,1962,0.453872,707,562,3523,0.724847,703,492,3043,0.721641
1439,1519,2206,0.18443,1180,1148,2966,0.441906,834,742,2007,0.460167,716,546,3596,0.736359,705,493,3054,0.722019
1407,1476,2308,0.219873,1180,1148,2966,0.441906,841,743,2086,0.474726,729,539,3586,0.738667,712,492,3060,0.722973
1342,1413,2443,0.267116,1150,1140,2382,0.352641,827,716,2249,0.517032,709,560,3419,0.718522,722,504,3042,0.715736
1355,1446,2397,0.247463,1150,1140,2382,0.352641,834,722,2251,0.514295,710,551,3414,0.722068,732,504,3014,0.713474
708,421,4297,0.821535,709,446,4256,0.810293,631,463,3549,0.769192,710,673,3086,0.641926,790,761,2238,0.492498
718,424,4334,0.821774,709,446,4256,0.810293,624,452,3605,0.777175,715,670,3062,0.640943,791,758,2259,0.497514
683,373,4721,0.853553,767,450,4773,0.827685,643,406,4239,0.825188,728,685,3467,0.670039,750,672,2951,0.629037
682,361,4738,0.858404,767,450,4773,0.827685,650,398,4244,0.828522,722,704,3493,0.664522,764,669,2904,0.625525
681,349,4756,0.863271,767,450,4773,0.827685,656,390,4248,0.831824,719,692,3489,0.668979,777,665,2857,0.622374
679,338,4773,0.867736,767,450,4773,0.827685,663,386,4261,0.833871,725,665,3438,0.675847,786,663,2830,0.620384
689,343,4753,0.865385,791,447,4901,0.832835,670,388,4292,0.834188,730,653,3381,0.676252,784,664,2843,0.621329
700,349,4733,0.862652,791,447,4901,0.832835,678,391,4322,0.834076,725,656,3357,0.673063,782,665,2856,0.622266
710,354,4713,0.860272,791,447,4901,0.832835,685,394,4353,0.834,715,671,3353,0.666501,780,666,2869,0.623197
727,368,4606,0.852031,816,470,4649,0.81637,689,411,4303,0.825626,714,685,3332,0.658949,780,670,2922,0.626949
684,399,4392,0.833438,763,536,3593,0.740373,628,471,3520,0.763969,704,657,3149,0.654756,786,772,2194,0.479434
